"","school_year","local_student_id","subject_code","test_version","scale_score","performance_level"
"785","2023-2024","108091347","English II","S",4051,"Meets"
"786","2023-2024","108097854","English II","S",4129,"Meets"
"787","2023-2024","108112544","English II","S",4553,"Meets"
"788","2023-2024","108034102","English II","S",4246,"Meets"
"789","2023-2024","108096301","English II","S",4185,"Meets"
"790","2023-2024","108112710","English II","S",3762,"Did not meet"
"791","2023-2024","108096327","English II","S",4026,"Meets"
"792","2023-2024","108234262","English II","S",4734,"Masters"
"793","2023-2024","108234262","English II","S",4734,"Masters"
"794","2023-2024","108096317","English II","S",4423,"Meets"
"795","2023-2024","108096349","English II","S",4464,"Meets"
"796","2023-2024","108032713","English II","S",4385,"Meets"
"797","2023-2024","108096377","English II","S",4654,"Meets"
"798","2023-2024","108096334","English II","S",4215,"Meets"
"799","2023-2024","108193123","English II","S",4507,"Meets"
"800","2023-2024","108096359","English II","S",4654,"Meets"
"801","2023-2024","108145958","English II","S",4185,"Meets"
"802","2023-2024","108096335","English II","S",4654,"Meets"
"803","2023-2024","108105991","English II","S",4129,"Meets"
"804","2023-2024","108105991","English II","S",4129,"Meets"
"805","2023-2024","108096318","English II","S",5014,"Masters"
"806","2023-2024","108096304","English II","S",5014,"Masters"
"807","2023-2024","108034945","English II","S",4312,"Meets"
"808","2023-2024","108091379","English II","S",3903,"Approaches"
"809","2023-2024","108102116","English II","S",4423,"Meets"
"810","2023-2024","108096402","English II","S",4312,"Meets"
"811","2023-2024","108234263","English II","S",3589,"Did not meet"
"812","2023-2024","108096297","English II","S",4385,"Meets"
"813","2023-2024","108091345","English II","S",4312,"Meets"
"814","2023-2024","108088369","English II","S",4076,"Meets"
"815","2023-2024","108097515","English II","S",4185,"Meets"
"816","2023-2024","108185402","English II","S",3293,"Did not meet"
"817","2023-2024","108096366","English II","S",4464,"Meets"
"818","2023-2024","108096448","English II","S",3762,"Did not meet"
"819","2023-2024","108201647","English II","S",3137,"Did not meet"
"820","2023-2024","108096398","English II","S",4312,"Meets"
"821","2023-2024","108210547","English II","S",3822,"Approaches"
"822","2023-2024","108243417","English II","S",3471,"Did not meet"
"823","2023-2024","108248751","English II","S",3340,"Did not meet"
"824","2023-2024","108234457","English II","S",3511,"Did not meet"
"825","2023-2024","108234457","English II","S",3511,"Did not meet"
"826","2023-2024","108235952","English II","S",3385,"Did not meet"
"827","2023-2024","108233648","English II","S",3903,"Approaches"
"828","2023-2024","108191707","English II","S",4348,"Meets"
"829","2023-2024","108233654","English II","S",4000,"Meets"
"830","2023-2024","108233654","English II","S",4000,"Meets"
"831","2023-2024","108233651","English II","S",4654,"Meets"
"832","2023-2024","108251509","English II","S",3551,"Did not meet"
"833","2023-2024","108251509","English II","S",3551,"Did not meet"
"834","2023-2024","108240603","English II","S",3696,"Did not meet"
"835","2023-2024","108191810","English II","S",4051,"Meets"
"836","2023-2024","108035556","English II","S",4312,"Meets"
"837","2023-2024","108078871","English II","S",4654,"Meets"
"838","2023-2024","108233644","English II","S",4711,"Meets"
"839","2023-2024","108237649","English II","S",4279,"Meets"
"840","2023-2024","108238389","English II","S",5454,"Masters"
"841","2023-2024","108233647","English II","S",4051,"Meets"
"842","2023-2024","108233645","English II","S",4348,"Meets"
"843","2023-2024","108035263","English II","S",4654,"Meets"
"844","2023-2024","108035263","English II","S",4654,"Meets"
"845","2023-2024","108233643","English II","S",3822,"Approaches"
"846","2023-2024","108235952","U.S. History","S",3486,"Did not meet"
"847","2023-2024","108233648","U.S. History","S",3876,"Approaches"
"848","2023-2024","108234457","U.S. History","S",3621,"Approaches"
"849","2023-2024","108234457","U.S. History","S",3621,"Approaches"
"850","2023-2024","108240603","U.S. History","S",3550,"Approaches"
"851","2023-2024","108035263","U.S. History","S",5415,"Masters"
"852","2023-2024","108035263","U.S. History","S",5415,"Masters"
"853","2023-2024","108233645","U.S. History","S",4317,"Meets"
"854","2023-2024","108233642","U.S. History","S",3936,"Approaches"
"855","2023-2024","108237649","U.S. History","S",3936,"Approaches"
"856","2023-2024","108233643","U.S. History","S",4317,"Meets"
"857","2023-2024","108233651","U.S. History","S",4603,"Masters"
"858","2023-2024","108239008","U.S. History","S",4408,"Meets"
"859","2023-2024","108035556","U.S. History","S",4503,"Masters"
"860","2023-2024","108078871","U.S. History","S",4503,"Masters"
"861","2023-2024","108191707","U.S. History","S",3655,"Approaches"
"862","2023-2024","108233644","U.S. History","S",4916,"Masters"
"863","2023-2024","108238389","U.S. History","S",4710,"Masters"
"864","2023-2024","108251509","U.S. History","S",3784,"Approaches"
"865","2023-2024","108251509","U.S. History","S",3784,"Approaches"
"866","2023-2024","108233654","U.S. History","S",4287,"Meets"
"867","2023-2024","108233654","U.S. History","S",4287,"Meets"
"868","2023-2024","108233647","U.S. History","S",4347,"Meets"
"869","2023-2024","108191810","U.S. History","S",4000,"Meets"
"870","2023-2024","108035258","U.S. History","S",3784,"Approaches"
"871","2023-2024","108101082","Reading","S",1371,"Did not meet"
"872","2023-2024","108101082","Reading","S",1371,"Did not meet"
"873","2023-2024","108101082","Math","S",1388,"Did not meet"
"874","2023-2024","108101082","Math","S",1388,"Did not meet"
"875","2023-2024","108075546","Reading","S",1704,"Masters"
"876","2023-2024","108075546","Reading","S",1704,"Masters"
"877","2023-2024","108075546","Math","S",1553,"Approaches"
"878","2023-2024","108075546","Math","S",1553,"Approaches"
"879","2023-2024","108075576","Reading","S",1388,"Did not meet"
"880","2023-2024","108075576","Reading","S",1388,"Did not meet"
"881","2023-2024","108075576","Math","S",1481,"Approaches"
"882","2023-2024","108075576","Math","S",1481,"Approaches"
"883","2023-2024","108121228","Reading","S",1517,"Approaches"
"884","2023-2024","108121228","Reading","S",1517,"Approaches"
"885","2023-2024","108121228","Math","S",1481,"Approaches"
"886","2023-2024","108121228","Math","S",1481,"Approaches"
"887","2023-2024","108179105","Reading","S",1371,"Did not meet"
"888","2023-2024","108179105","Reading","S",1371,"Did not meet"
"889","2023-2024","108179105","Math","S",1405,"Did not meet"
"890","2023-2024","108179105","Math","S",1405,"Did not meet"
"891","2023-2024","108075584","Reading","S",1433,"Approaches"
"892","2023-2024","108075584","Reading","S",1433,"Approaches"
"893","2023-2024","108075584","Math","S",1496,"Approaches"
"894","2023-2024","108075584","Math","S",1496,"Approaches"
"895","2023-2024","108075522","Reading","S",1484,"Approaches"
"896","2023-2024","108075522","Reading","S",1484,"Approaches"
"897","2023-2024","108075522","Math","S",1510,"Approaches"
"898","2023-2024","108075522","Math","S",1510,"Approaches"
"899","2023-2024","108060558","Reading","S",1800,"Masters"
"900","2023-2024","108060558","Reading","S",1800,"Masters"
"901","2023-2024","108060558","Math","S",1629,"Meets"
"902","2023-2024","108060558","Math","S",1629,"Meets"
"903","2023-2024","108060984","Reading","S",1663,"Masters"
"904","2023-2024","108060984","Reading","S",1663,"Masters"
"905","2023-2024","108060984","Math","S",1421,"Did not meet"
"906","2023-2024","108060984","Math","S",1421,"Did not meet"
"907","2023-2024","108075504","Reading","S",1800,"Masters"
"908","2023-2024","108075504","Reading","S",1800,"Masters"
"909","2023-2024","108075504","Math","S",1664,"Meets"
"910","2023-2024","108075504","Math","S",1664,"Meets"
"911","2023-2024","108197518","Reading","S",1354,"Did not meet"
"912","2023-2024","108197518","Reading","S",1354,"Did not meet"
"913","2023-2024","108197518","Math","S",1510,"Approaches"
"914","2023-2024","108197518","Math","S",1510,"Approaches"
"915","2023-2024","108075526","Reading","S",1756,"Masters"
"916","2023-2024","108075526","Reading","S",1756,"Masters"
"917","2023-2024","108075526","Math","S",1553,"Approaches"
"918","2023-2024","108075526","Math","S",1553,"Approaches"
"919","2023-2024","108150385","Reading","S",1507,"Approaches"
"920","2023-2024","108150385","Reading","S",1507,"Approaches"
"921","2023-2024","108150385","Math","S",1405,"Did not meet"
"922","2023-2024","108150385","Math","S",1405,"Did not meet"
"923","2023-2024","108075575","Reading","S",1589,"Meets"
"924","2023-2024","108075575","Reading","S",1589,"Meets"
"925","2023-2024","108075575","Math","S",1598,"Meets"
"926","2023-2024","108075575","Math","S",1598,"Meets"
"927","2023-2024","108081577","Reading","S",1720,"Masters"
"928","2023-2024","108081577","Reading","S",1720,"Masters"
"929","2023-2024","108081577","Math","S",1944,"Masters"
"930","2023-2024","108081577","Math","S",1944,"Masters"
"931","2023-2024","108075577","Reading","S",1472,"Approaches"
"932","2023-2024","108075577","Reading","S",1472,"Approaches"
"933","2023-2024","108075577","Math","S",1462,"Approaches"
"934","2023-2024","108075577","Math","S",1462,"Approaches"
"935","2023-2024","108120916","Reading","S",1548,"Approaches"
"936","2023-2024","108120916","Reading","S",1548,"Approaches"
"937","2023-2024","108120916","Math","S",1557,"Meets"
"938","2023-2024","108120916","Math","S",1557,"Meets"
"939","2023-2024","108087927","Reading","S",1517,"Approaches"
"940","2023-2024","108087927","Reading","S",1517,"Approaches"
"941","2023-2024","108087927","Math","S",1452,"Did not meet"
"942","2023-2024","108087927","Math","S",1452,"Did not meet"
"943","2023-2024","108075533","Reading","S",1756,"Masters"
"944","2023-2024","108075533","Reading","S",1756,"Masters"
"945","2023-2024","108075533","Math","S",1557,"Meets"
"946","2023-2024","108075533","Math","S",1557,"Meets"
"947","2023-2024","108075604","Reading","S",1660,"Meets"
"948","2023-2024","108075604","Reading","S",1660,"Meets"
"949","2023-2024","108075604","Math","S",1421,"Did not meet"
"950","2023-2024","108075604","Math","S",1421,"Did not meet"
"951","2023-2024","108075568","Reading","S",1663,"Masters"
"952","2023-2024","108075568","Reading","S",1663,"Masters"
"953","2023-2024","108075568","Math","S",1452,"Did not meet"
"954","2023-2024","108075568","Math","S",1452,"Did not meet"
"955","2023-2024","108089756","Reading","S",1433,"Approaches"
"956","2023-2024","108089756","Reading","S",1433,"Approaches"
"957","2023-2024","108089756","Math","S",1452,"Did not meet"
"958","2023-2024","108089756","Math","S",1452,"Did not meet"
"959","2023-2024","108240354","Reading","S",1247,"Did not meet"
"960","2023-2024","108240354","Reading","S",1247,"Did not meet"
"961","2023-2024","108240354","Reading","S",1247,"Did not meet"
"962","2023-2024","108240354","Reading","S",1247,"Did not meet"
"963","2023-2024","108240354","Math","S",1481,"Approaches"
"964","2023-2024","108240354","Math","S",1481,"Approaches"
"965","2023-2024","108240354","Math","S",1481,"Approaches"
"966","2023-2024","108240354","Math","S",1481,"Approaches"
"967","2023-2024","108195508","Reading","S",1414,"Approaches"
"968","2023-2024","108195508","Reading","S",1414,"Approaches"
"969","2023-2024","108195508","Math","S",1452,"Did not meet"
"970","2023-2024","108195508","Math","S",1452,"Did not meet"
"971","2023-2024","108159005","Reading","S",1634,"Meets"
"972","2023-2024","108159005","Reading","S",1634,"Meets"
"973","2023-2024","108159005","Math","S",1583,"Meets"
"974","2023-2024","108159005","Math","S",1583,"Meets"
"975","2023-2024","108114047","Reading","S",1660,"Meets"
"976","2023-2024","108114047","Reading","S",1660,"Meets"
"977","2023-2024","108114047","Math","S",1629,"Meets"
"978","2023-2024","108114047","Math","S",1629,"Meets"
"979","2023-2024","108075555","Reading","S",2000,"Masters"
"980","2023-2024","108075555","Reading","S",2000,"Masters"
"981","2023-2024","108075555","Math","S",1690,"Masters"
"982","2023-2024","108075555","Math","S",1690,"Masters"
"983","2023-2024","108075536","Reading","S",1589,"Meets"
"984","2023-2024","108075536","Reading","S",1589,"Meets"
"985","2023-2024","108075536","Math","S",1583,"Meets"
"986","2023-2024","108075536","Math","S",1583,"Meets"
"987","2023-2024","108075573","Reading","S",1517,"Approaches"
"988","2023-2024","108075573","Reading","S",1517,"Approaches"
"989","2023-2024","108075573","Math","S",1388,"Did not meet"
"990","2023-2024","108075573","Math","S",1388,"Did not meet"
"991","2023-2024","108075524","Reading","S",1720,"Masters"
"992","2023-2024","108075524","Reading","S",1720,"Masters"
"993","2023-2024","108075524","Math","S",1885,"Masters"
"994","2023-2024","108075524","Math","S",1885,"Masters"
"995","2023-2024","108086660","Reading","S",1538,"Approaches"
"996","2023-2024","108086660","Reading","S",1538,"Approaches"
"997","2023-2024","108086660","Math","S",1421,"Did not meet"
"998","2023-2024","108086660","Math","S",1421,"Did not meet"
"999","2023-2024","108121637","Reading","S",1414,"Approaches"
"1000","2023-2024","108121637","Reading","S",1414,"Approaches"
"1001","2023-2024","108121637","Math","S",1557,"Meets"
"1002","2023-2024","108121637","Math","S",1557,"Meets"
"1003","2023-2024","108075502","Reading","S",1937,"Masters"
"1004","2023-2024","108075502","Reading","S",1937,"Masters"
"1005","2023-2024","108075502","Math","S",1841,"Masters"
"1006","2023-2024","108075502","Math","S",1841,"Masters"
"1007","2023-2024","108075545","Reading","S",1403,"Did not meet"
"1008","2023-2024","108075545","Reading","S",1403,"Did not meet"
"1009","2023-2024","108075545","Math","S",1405,"Did not meet"
"1010","2023-2024","108075545","Math","S",1405,"Did not meet"
"1011","2023-2024","108060990","Reading","S",1647,"Meets"
"1012","2023-2024","108060990","Reading","S",1647,"Meets"
"1013","2023-2024","108060990","Math","S",1553,"Approaches"
"1014","2023-2024","108060990","Math","S",1553,"Approaches"
"1015","2023-2024","108075541","Reading","S",1447,"Approaches"
"1016","2023-2024","108075541","Reading","S",1447,"Approaches"
"1017","2023-2024","108075541","Math","S",1481,"Approaches"
"1018","2023-2024","108075541","Math","S",1481,"Approaches"
"1019","2023-2024","108116774","Reading","S",1447,"Approaches"
"1020","2023-2024","108116774","Reading","S",1447,"Approaches"
"1021","2023-2024","108116774","Math","S",1421,"Did not meet"
"1022","2023-2024","108116774","Math","S",1421,"Did not meet"
"1023","2023-2024","108075497","Reading","S",1403,"Did not meet"
"1024","2023-2024","108075497","Reading","S",1403,"Did not meet"
"1025","2023-2024","108075497","Math","S",1388,"Did not meet"
"1026","2023-2024","108075497","Math","S",1388,"Did not meet"
"1027","2023-2024","108237607","Reading","S",1568,"Meets"
"1028","2023-2024","108237607","Reading","S",1568,"Meets"
"1029","2023-2024","108237607","Math","S",1452,"Did not meet"
"1030","2023-2024","108237607","Math","S",1452,"Did not meet"
"1031","2023-2024","108101837","Reading","S",1622,"Meets"
"1032","2023-2024","108101837","Reading","S",1622,"Meets"
"1033","2023-2024","108101837","Reading","S",1622,"Meets"
"1034","2023-2024","108101837","Reading","S",1622,"Meets"
"1035","2023-2024","108101837","Math","S",1553,"Approaches"
"1036","2023-2024","108101837","Math","S",1553,"Approaches"
"1037","2023-2024","108101837","Math","S",1553,"Approaches"
"1038","2023-2024","108101837","Math","S",1553,"Approaches"
"1039","2023-2024","108230826","Reading","S",1737,"Masters"
"1040","2023-2024","108230826","Reading","S",1737,"Masters"
"1041","2023-2024","108230826","Math","S",1613,"Meets"
"1042","2023-2024","108230826","Math","S",1613,"Meets"
"1043","2023-2024","108075492","Reading","S",1219,"Did not meet"
"1044","2023-2024","108075492","Reading","S",1219,"Did not meet"
"1045","2023-2024","108075492","Math","S",1388,"Did not meet"
"1046","2023-2024","108075492","Math","S",1388,"Did not meet"
"1047","2023-2024","108075519","Reading","S",1548,"Approaches"
"1048","2023-2024","108075519","Reading","S",1548,"Approaches"
"1049","2023-2024","108075519","Math","S",1724,"Masters"
"1050","2023-2024","108075519","Math","S",1724,"Masters"
"1051","2023-2024","108186981","Reading","S",1295,"Did not meet"
"1052","2023-2024","108186981","Reading","S",1295,"Did not meet"
"1053","2023-2024","108186981","Math","S",1481,"Approaches"
"1054","2023-2024","108186981","Math","S",1481,"Approaches"
"1055","2023-2024","108075579","Reading","S",1663,"Masters"
"1056","2023-2024","108075579","Reading","S",1663,"Masters"
"1057","2023-2024","108075579","Math","S",1690,"Masters"
"1058","2023-2024","108075579","Math","S",1690,"Masters"
"1059","2023-2024","108075558","Reading","S",1472,"Approaches"
"1060","2023-2024","108075558","Reading","S",1472,"Approaches"
"1061","2023-2024","108075558","Math","S",1284,"Did not meet"
"1062","2023-2024","108075558","Math","S",1284,"Did not meet"
"1063","2023-2024","108089761","Reading","S",1737,"Masters"
"1064","2023-2024","108089761","Reading","S",1737,"Masters"
"1065","2023-2024","108089761","Math","S",1646,"Meets"
"1066","2023-2024","108089761","Math","S",1646,"Meets"
"1067","2023-2024","108075544","Reading","S",1272,"Did not meet"
"1068","2023-2024","108075544","Reading","S",1272,"Did not meet"
"1069","2023-2024","108075544","Math","S",1351,"Did not meet"
"1070","2023-2024","108075544","Math","S",1351,"Did not meet"
"1071","2023-2024","108086687","Reading","S",1496,"Approaches"
"1072","2023-2024","108086687","Reading","S",1496,"Approaches"
"1073","2023-2024","108086687","Math","S",1524,"Approaches"
"1074","2023-2024","108086687","Math","S",1524,"Approaches"
"1075","2023-2024","108075507","Reading","S",1335,"Did not meet"
"1076","2023-2024","108075507","Reading","S",1335,"Did not meet"
"1077","2023-2024","108075507","Math","S",1370,"Did not meet"
"1078","2023-2024","108075507","Math","S",1370,"Did not meet"
"1079","2023-2024","108075516","Reading","S",1611,"Meets"
"1080","2023-2024","108075516","Reading","S",1611,"Meets"
"1081","2023-2024","108075516","Math","S",1462,"Approaches"
"1082","2023-2024","108075516","Math","S",1462,"Approaches"
"1083","2023-2024","108075345","Reading","S",1528,"Approaches"
"1084","2023-2024","108075345","Reading","S",1528,"Approaches"
"1085","2023-2024","108075345","Math","S",1553,"Approaches"
"1086","2023-2024","108075345","Math","S",1553,"Approaches"
"1087","2023-2024","108102962","Reading","S",1371,"Did not meet"
"1088","2023-2024","108102962","Reading","S",1371,"Did not meet"
"1089","2023-2024","108102962","Math","S",1284,"Did not meet"
"1090","2023-2024","108102962","Math","S",1284,"Did not meet"
"1091","2023-2024","108075350","Reading","S",1528,"Approaches"
"1092","2023-2024","108075350","Reading","S",1528,"Approaches"
"1093","2023-2024","108075350","Math","S",1510,"Approaches"
"1094","2023-2024","108075350","Math","S",1510,"Approaches"
"1095","2023-2024","108075495","Reading","S",1272,"Did not meet"
"1096","2023-2024","108075495","Reading","S",1272,"Did not meet"
"1097","2023-2024","108075495","Math","S",1370,"Did not meet"
"1098","2023-2024","108075495","Math","S",1370,"Did not meet"
"1099","2023-2024","108093416","Reading","S",1472,"Approaches"
"1100","2023-2024","108093416","Reading","S",1472,"Approaches"
"1101","2023-2024","108093416","Math","S",1351,"Did not meet"
"1102","2023-2024","108093416","Math","S",1351,"Did not meet"
"1103","2023-2024","108230804","Reading","S",1460,"Approaches"
"1104","2023-2024","108230804","Reading","S",1460,"Approaches"
"1105","2023-2024","108230804","Math","S",1437,"Did not meet"
"1106","2023-2024","108230804","Math","S",1437,"Did not meet"
"1107","2023-2024","108122576","Reading","S",1354,"Did not meet"
"1108","2023-2024","108122576","Reading","S",1354,"Did not meet"
"1109","2023-2024","108122576","Math","S",1405,"Did not meet"
"1110","2023-2024","108122576","Math","S",1405,"Did not meet"
"1111","2023-2024","108075556","Reading","S",1414,"Approaches"
"1112","2023-2024","108075556","Reading","S",1414,"Approaches"
"1113","2023-2024","108075556","Math","S",1370,"Did not meet"
"1114","2023-2024","108075556","Math","S",1370,"Did not meet"
"1115","2023-2024","108230785","Reading","S",1414,"Approaches"
"1116","2023-2024","108230785","Reading","S",1414,"Approaches"
"1117","2023-2024","108230785","Math","S",1370,"Did not meet"
"1118","2023-2024","108230785","Math","S",1370,"Did not meet"
"1119","2023-2024","108179113","Reading","S",1528,"Approaches"
"1120","2023-2024","108179113","Reading","S",1528,"Approaches"
"1121","2023-2024","108179113","Math","S",1510,"Approaches"
"1122","2023-2024","108179113","Math","S",1510,"Approaches"
"1123","2023-2024","108075551","Reading","S",1737,"Masters"
"1124","2023-2024","108075551","Reading","S",1737,"Masters"
"1125","2023-2024","108075551","Math","S",1557,"Meets"
"1126","2023-2024","108075551","Math","S",1557,"Meets"
"1127","2023-2024","108075531","Reading","S",1777,"Masters"
"1128","2023-2024","108075531","Reading","S",1777,"Masters"
"1129","2023-2024","108075531","Math","S",1805,"Masters"
"1130","2023-2024","108075531","Math","S",1805,"Masters"
"1131","2023-2024","108075557","Reading","S",1660,"Meets"
"1132","2023-2024","108075557","Reading","S",1660,"Meets"
"1133","2023-2024","108075557","Math","S",1437,"Did not meet"
"1134","2023-2024","108075557","Math","S",1437,"Did not meet"
"1135","2023-2024","108082116","Reading","S",1517,"Approaches"
"1136","2023-2024","108082116","Reading","S",1517,"Approaches"
"1137","2023-2024","108082116","Math","S",1309,"Did not meet"
"1138","2023-2024","108082116","Math","S",1309,"Did not meet"
"1139","2023-2024","108075528","Reading","S",1403,"Did not meet"
"1140","2023-2024","108075528","Reading","S",1403,"Did not meet"
"1141","2023-2024","108075528","Math","S",1646,"Meets"
"1142","2023-2024","108075528","Math","S",1646,"Meets"
"1143","2023-2024","108179098","Reading","S",1484,"Approaches"
"1144","2023-2024","108179098","Reading","S",1484,"Approaches"
"1145","2023-2024","108179098","Math","S",1539,"Approaches"
"1146","2023-2024","108179098","Math","S",1539,"Approaches"
"1147","2023-2024","108117688","Reading","S",1777,"Masters"
"1148","2023-2024","108117688","Reading","S",1777,"Masters"
"1149","2023-2024","108117688","Math","S",1524,"Approaches"
"1150","2023-2024","108117688","Math","S",1524,"Approaches"
"1151","2023-2024","108076939","Reading","S",1414,"Approaches"
"1152","2023-2024","108076939","Reading","S",1414,"Approaches"
"1153","2023-2024","108076939","Math","S",1388,"Did not meet"
"1154","2023-2024","108076939","Math","S",1388,"Did not meet"
"1155","2023-2024","108234169","Reading","S",1572,"Approaches"
"1156","2023-2024","108234169","Math","S",1684,"Approaches"
"1157","2023-2024","108243663","Reading","S",1314,"Did not meet"
"1158","2023-2024","108243663","Math","S",1510,"Did not meet"
"1159","2023-2024","108119575","Reading","S",1738,"Meets"
"1160","2023-2024","108119575","Math","S",1710,"Approaches"
"1161","2023-2024","108119526","Reading","S",1474,"Did not meet"
"1162","2023-2024","108119526","Reading","S",1474,"Did not meet"
"1163","2023-2024","108119526","Math","S",1600,"Did not meet"
"1164","2023-2024","108119526","Math","S",1600,"Did not meet"
"1165","2023-2024","108237255","Reading","S",1661,"Meets"
"1166","2023-2024","108237255","Math","S",1710,"Approaches"
"1167","2023-2024","108239130","Reading","S",1363,"Did not meet"
"1168","2023-2024","108239130","Math","S",1584,"Did not meet"
"1169","2023-2024","108126962","Reading","S",1854,"Masters"
"1170","2023-2024","108126962","Reading","S",1854,"Masters"
"1171","2023-2024","108126962","Math","S",1889,"Masters"
"1172","2023-2024","108126962","Math","S",1889,"Masters"
"1173","2023-2024","108199916","Reading","S",1606,"Approaches"
"1174","2023-2024","108199916","Math","S",1723,"Approaches"
"1175","2023-2024","108229907","Reading","S",1738,"Meets"
"1176","2023-2024","108229907","Math","S",1723,"Approaches"
"1177","2023-2024","108229888","Reading","S",1762,"Masters"
"1178","2023-2024","108229888","Math","S",1946,"Masters"
"1179","2023-2024","108229870","Reading","S",1616,"Approaches"
"1180","2023-2024","108229870","Math","S",1684,"Approaches"
"1181","2023-2024","108114919","Reading","S",1535,"Approaches"
"1182","2023-2024","108114919","Math","S",1833,"Meets"
"1183","2023-2024","108102793","Reading","S",1762,"Masters"
"1184","2023-2024","108102793","Math","S",1804,"Meets"
"1185","2023-2024","108158931","Reading","S",1560,"Approaches"
"1186","2023-2024","108158931","Reading","S",1560,"Approaches"
"1187","2023-2024","108158931","Math","S",1671,"Approaches"
"1188","2023-2024","108158931","Math","S",1671,"Approaches"
"1189","2023-2024","108229889","Reading","S",1678,"Meets"
"1190","2023-2024","108229889","Math","S",1762,"Meets"
"1191","2023-2024","108250028","Reading","S",1535,"Approaches"
"1192","2023-2024","108250028","Math","S",1600,"Did not meet"
"1193","2023-2024","108178201","Reading","S",1595,"Approaches"
"1194","2023-2024","108178201","Math","S",1723,"Approaches"
"1195","2023-2024","108178275","Reading","S",1441,"Did not meet"
"1196","2023-2024","108178275","Math","S",1615,"Did not meet"
"1197","2023-2024","108178210","Reading","S",1584,"Approaches"
"1198","2023-2024","108178210","Reading","S",1584,"Approaches"
"1199","2023-2024","108178210","Reading","S",1584,"Approaches"
"1200","2023-2024","108178210","Math","S",1684,"Approaches"
"1201","2023-2024","108178210","Math","S",1684,"Approaches"
"1202","2023-2024","108178210","Math","S",1684,"Approaches"
"1203","2023-2024","108135565","Reading","S",1687,"Meets"
"1204","2023-2024","108135565","Math","S",1684,"Approaches"
"1205","2023-2024","108120960","Reading","S",1706,"Meets"
"1206","2023-2024","108120960","Math","S",1710,"Approaches"
"1207","2023-2024","108109036","Reading","S",1504,"Did not meet"
"1208","2023-2024","108109036","Math","S",1510,"Did not meet"
"1209","2023-2024","108142439","Reading","S",1706,"Meets"
"1210","2023-2024","108142439","Math","S",1762,"Meets"
"1211","2023-2024","108186708","Reading","S",1922,"Masters"
"1212","2023-2024","108186708","Math","S",2138,"Masters"
"1213","2023-2024","108229894","Reading","S",1716,"Meets"
"1214","2023-2024","108229894","Reading","S",1716,"Meets"
"1215","2023-2024","108229894","Math","S",1710,"Approaches"
"1216","2023-2024","108229894","Math","S",1710,"Approaches"
"1217","2023-2024","108199995","Reading","S",1504,"Did not meet"
"1218","2023-2024","108199995","Math","S",1568,"Did not meet"
"1219","2023-2024","108147581","Reading","S",1339,"Did not meet"
"1220","2023-2024","108147581","Math","S",1510,"Did not meet"
"1221","2023-2024","108178269","Reading","S",1669,"Meets"
"1222","2023-2024","108178269","Math","S",1550,"Did not meet"
"1223","2023-2024","108124521","Reading","S",1836,"Masters"
"1224","2023-2024","108124521","Math","S",1804,"Meets"
"1225","2023-2024","108135561","Reading","S",1687,"Meets"
"1226","2023-2024","108135561","Math","S",1790,"Meets"
"1227","2023-2024","108090154","Reading","S",1687,"Meets"
"1228","2023-2024","108090154","Math","S",1710,"Approaches"
"1229","2023-2024","108135601","Reading","S",1804,"Masters"
"1230","2023-2024","108135601","Math","S",1923,"Masters"
"1231","2023-2024","108102156","Reading","S",1669,"Meets"
"1232","2023-2024","108102156","Math","S",1697,"Approaches"
"1233","2023-2024","108091508","Reading","S",1836,"Masters"
"1234","2023-2024","108091508","Math","S",1889,"Masters"
"1235","2023-2024","108090146","Reading","S",1726,"Meets"
"1236","2023-2024","108090146","Math","S",1804,"Meets"
"1237","2023-2024","108192373","Reading","S",1519,"Did not meet"
"1238","2023-2024","108192373","Math","S",1790,"Meets"
"1239","2023-2024","108124160","Reading","S",1519,"Did not meet"
"1240","2023-2024","108124160","Math","S",1615,"Did not meet"
"1241","2023-2024","108229892","Reading","S",1716,"Meets"
"1242","2023-2024","108229892","Math","S",1833,"Meets"
"1243","2023-2024","108090153","Reading","S",1644,"Meets"
"1244","2023-2024","108090153","Reading","S",1644,"Meets"
"1245","2023-2024","108090153","Math","S",1550,"Did not meet"
"1246","2023-2024","108090153","Math","S",1550,"Did not meet"
"1247","2023-2024","108091531","Reading","S",1519,"Did not meet"
"1248","2023-2024","108091531","Math","S",1657,"Approaches"
"1249","2023-2024","108106263","Reading","S",1584,"Approaches"
"1250","2023-2024","108106263","Math","S",1849,"Meets"
"1251","2023-2024","108260849","Reading","S",1652,"Meets"
"1252","2023-2024","108260849","Math","S",1818,"Meets"
"1253","2023-2024","108178315","Reading","S",1854,"Masters"
"1254","2023-2024","108178315","Math","S",1697,"Approaches"
"1255","2023-2024","108112507","Reading","S",1584,"Approaches"
"1256","2023-2024","108112507","Math","S",1723,"Approaches"
"1257","2023-2024","108091537","Reading","S",1678,"Meets"
"1258","2023-2024","108091537","Math","S",1684,"Approaches"
"1259","2023-2024","108200300","Reading","S",1423,"Did not meet"
"1260","2023-2024","108200300","Math","S",1462,"Did not meet"
"1261","2023-2024","108242407","Reading","S",1644,"Meets"
"1262","2023-2024","108242407","Math","S",1616,"Approaches"
"1263","2023-2024","108226377","Reading","S",1489,"Did not meet"
"1264","2023-2024","108226377","Reading","S",1489,"Did not meet"
"1265","2023-2024","108226377","Reading","S",1489,"Did not meet"
