"","school_year","local_student_id","subject_code","test_version","scale_score","performance_level"
"1266","2023-2024","108226377","Math","S",1671,"Approaches"
"1267","2023-2024","108226377","Math","S",1671,"Approaches"
"1268","2023-2024","108226377","Math","S",1671,"Approaches"
"1269","2023-2024","108135602","Reading","S",1789,"Masters"
"1270","2023-2024","108135602","Math","S",1849,"Meets"
"1271","2023-2024","108178174","Reading","S",1535,"Approaches"
"1272","2023-2024","108178174","Math","S",1615,"Did not meet"
"1273","2023-2024","108229886","Reading","S",1595,"Approaches"
"1274","2023-2024","108229886","Math","S",1616,"Approaches"
"1275","2023-2024","108203590","Reading","S",1441,"Did not meet"
"1276","2023-2024","108203590","Reading","S",1441,"Did not meet"
"1277","2023-2024","108203590","Reading","S",1441,"Did not meet"
"1278","2023-2024","108203590","Math","S",1568,"Did not meet"
"1279","2023-2024","108203590","Math","S",1568,"Did not meet"
"1280","2023-2024","108203590","Math","S",1568,"Did not meet"
"1281","2023-2024","108115039","Reading","S",1819,"Masters"
"1282","2023-2024","108115039","Reading","S",1819,"Masters"
"1283","2023-2024","108115039","Math","S",1889,"Masters"
"1284","2023-2024","108115039","Math","S",1889,"Masters"
"1285","2023-2024","108178179","Reading","S",1706,"Meets"
"1286","2023-2024","108178179","Math","S",1697,"Approaches"
"1287","2023-2024","108100127","Reading","S",1339,"Did not meet"
"1288","2023-2024","108100127","Math","S",1510,"Did not meet"
"1289","2023-2024","108229893","Reading","S",1874,"Masters"
"1290","2023-2024","108229893","Math","S",1923,"Masters"
"1291","2023-2024","108229906","Reading","S",1363,"Did not meet"
"1292","2023-2024","108229906","Math","S",1568,"Did not meet"
"1293","2023-2024","108237256","Reading","S",1726,"Meets"
"1294","2023-2024","108237256","Math","S",1657,"Approaches"
"1295","2023-2024","108155162","Reading","S",1519,"Did not meet"
"1296","2023-2024","108155162","Math","S",1710,"Approaches"
"1297","2023-2024","108161870","Reading","S",1749,"Masters"
"1298","2023-2024","108161870","Math","S",1776,"Meets"
"1299","2023-2024","108229867","Reading","S",1458,"Did not meet"
"1300","2023-2024","108229867","Reading","S",1458,"Did not meet"
"1301","2023-2024","108229867","Math","S",1615,"Did not meet"
"1302","2023-2024","108229867","Math","S",1615,"Did not meet"
"1303","2023-2024","108135572","Reading","S",1706,"Meets"
"1304","2023-2024","108135572","Math","S",1762,"Meets"
"1305","2023-2024","108101739","Reading","S",1404,"Did not meet"
"1306","2023-2024","108101739","Math","S",1550,"Did not meet"
"1307","2023-2024","108091439","Reading","S",1854,"Masters"
"1308","2023-2024","108091439","Math","S",1849,"Meets"
"1309","2023-2024","108090135","Reading","S",1634,"Meets"
"1310","2023-2024","108090135","Math","S",1657,"Approaches"
"1311","2023-2024","108110839","Reading","S",1634,"Meets"
"1312","2023-2024","108110839","Math","S",1510,"Did not meet"
"1313","2023-2024","108088229","Reading","S",1606,"Approaches"
"1314","2023-2024","108088229","Math","S",1616,"Approaches"
"1315","2023-2024","108104658","Reading","S",1626,"Approaches"
"1316","2023-2024","108104658","Math","S",1804,"Meets"
"1317","2023-2024","108109337","Reading","S",1535,"Approaches"
"1318","2023-2024","108109337","Math","S",1723,"Approaches"
"1319","2023-2024","108090163","Reading","S",1458,"Did not meet"
"1320","2023-2024","108090163","Math","S",1790,"Meets"
"1321","2023-2024","108229884","Reading","S",1458,"Did not meet"
"1322","2023-2024","108229884","Math","S",1531,"Did not meet"
"1323","2023-2024","108090166","Reading","S",1474,"Did not meet"
"1324","2023-2024","108090166","Reading","S",1474,"Did not meet"
"1325","2023-2024","108090166","Math","S",1657,"Approaches"
"1326","2023-2024","108090166","Math","S",1657,"Approaches"
"1327","2023-2024","108166967","Reading","S",1441,"Did not meet"
"1328","2023-2024","108166967","Reading","S",1441,"Did not meet"
"1329","2023-2024","108166967","Reading","S",1441,"Did not meet"
"1330","2023-2024","108166967","Math","S",1736,"Approaches"
"1331","2023-2024","108166967","Math","S",1736,"Approaches"
"1332","2023-2024","108166967","Math","S",1736,"Approaches"
"1333","2023-2024","108178343","Reading","S",1423,"Did not meet"
"1334","2023-2024","108178343","Reading","S",1423,"Did not meet"
"1335","2023-2024","108178343","Math","S",1657,"Approaches"
"1336","2023-2024","108178343","Math","S",1657,"Approaches"
"1337","2023-2024","108135595","Reading","S",1423,"Did not meet"
"1338","2023-2024","108135595","Reading","S",1423,"Did not meet"
"1339","2023-2024","108135595","Math","S",1684,"Approaches"
"1340","2023-2024","108135595","Math","S",1684,"Approaches"
"1341","2023-2024","108234587","Reading","S",1489,"Did not meet"
"1342","2023-2024","108234587","Reading","S",1489,"Did not meet"
"1343","2023-2024","108234587","Math","S",1462,"Did not meet"
"1344","2023-2024","108234587","Math","S",1462,"Did not meet"
"1345","2023-2024","108214389","Reading","S",1678,"Meets"
"1346","2023-2024","108214389","Math","S",1644,"Approaches"
"1347","2023-2024","108247753","Reading","S",1423,"Did not meet"
"1348","2023-2024","108247753","Reading","S",1423,"Did not meet"
"1349","2023-2024","108247753","Math","S",1568,"Did not meet"
"1350","2023-2024","108247753","Math","S",1568,"Did not meet"
"1351","2023-2024","108090148","Reading","S",1489,"Did not meet"
"1352","2023-2024","108090148","Math","S",1568,"Did not meet"
"1353","2023-2024","108178298","Reading","S",1560,"Approaches"
"1354","2023-2024","108178298","Reading","S",1560,"Approaches"
"1355","2023-2024","108178298","Math","S",1723,"Approaches"
"1356","2023-2024","108178298","Math","S",1723,"Approaches"
"1357","2023-2024","108235768","Reading","S",1384,"Did not meet"
"1358","2023-2024","108235768","Reading","S",1384,"Did not meet"
"1359","2023-2024","108235768","Math","S",1615,"Did not meet"
"1360","2023-2024","108235768","Math","S",1615,"Did not meet"
"1361","2023-2024","108257791","Reading","S",1489,"Did not meet"
"1362","2023-2024","108257791","Math","S",1616,"Approaches"
"1363","2023-2024","108102780","Reading","S",1606,"Approaches"
"1364","2023-2024","108102780","Reading","S",1606,"Approaches"
"1365","2023-2024","108102780","Math","S",1615,"Did not meet"
"1366","2023-2024","108102780","Math","S",1615,"Did not meet"
"1367","2023-2024","108112804","Reading","S",1644,"Meets"
"1368","2023-2024","108112804","Math","S",1723,"Approaches"
"1369","2023-2024","108178219","Reading","S",1572,"Approaches"
"1370","2023-2024","108178219","Math","S",1762,"Meets"
"1371","2023-2024","108229873","Reading","S",2094,"Masters"
"1372","2023-2024","108229873","Math","S",2235,"Masters"
"1373","2023-2024","108102761","Reading","S",1696,"Meets"
"1374","2023-2024","108102761","Math","S",1723,"Approaches"
"1375","2023-2024","108135586","Reading","S",1854,"Masters"
"1376","2023-2024","108135586","Math","S",1946,"Masters"
"1377","2023-2024","108178295","Reading","S",1738,"Meets"
"1378","2023-2024","108178295","Math","S",1923,"Masters"
"1379","2023-2024","108149213","Reading","S",1804,"Masters"
"1380","2023-2024","108149213","Reading","S",1804,"Masters"
"1381","2023-2024","108149213","Math","S",1818,"Meets"
"1382","2023-2024","108149213","Math","S",1818,"Meets"
"1383","2023-2024","108090140","Reading","S",1652,"Meets"
"1384","2023-2024","108090140","Math","S",1671,"Approaches"
"1385","2023-2024","108221667","Reading","S",1572,"Approaches"
"1386","2023-2024","108221667","Math","S",1615,"Did not meet"
"1387","2023-2024","108229883","Reading","S",1836,"Masters"
"1388","2023-2024","108229883","Math","S",1818,"Meets"
"1389","2023-2024","108218847","Reading","S",1687,"Meets"
"1390","2023-2024","108218847","Reading","S",1687,"Meets"
"1391","2023-2024","108218847","Math","S",1723,"Approaches"
"1392","2023-2024","108218847","Math","S",1723,"Approaches"
"1393","2023-2024","108229885","Reading","S",1854,"Masters"
"1394","2023-2024","108229885","Math","S",1866,"Meets"
"1395","2023-2024","108178216","Reading","S",1560,"Approaches"
"1396","2023-2024","108178216","Math","S",1657,"Approaches"
"1397","2023-2024","108229866","Reading","S",1726,"Meets"
"1398","2023-2024","108229866","Math","S",1849,"Meets"
"1399","2023-2024","108229904","Reading","S",1819,"Masters"
"1400","2023-2024","108229904","Math","S",1790,"Meets"
"1401","2023-2024","108090158","Reading","S",1363,"Did not meet"
"1402","2023-2024","108090158","Math","S",1657,"Approaches"
"1403","2023-2024","108229856","Reading","S",1854,"Masters"
"1404","2023-2024","108229856","Math","S",1923,"Masters"
"1405","2023-2024","108135570","Reading","S",1749,"Masters"
"1406","2023-2024","108135570","Math","S",1971,"Masters"
"1407","2023-2024","108100497","Reading","S",1595,"Approaches"
"1408","2023-2024","108100497","Reading","S",1595,"Approaches"
"1409","2023-2024","108100497","Math","S",1745,"Meets"
"1410","2023-2024","108100497","Math","S",1745,"Meets"
"1411","2023-2024","108229869","Reading","S",1474,"Did not meet"
"1412","2023-2024","108229869","Math","S",1550,"Did not meet"
"1413","2023-2024","108235015","Reading","S",1606,"Approaches"
"1414","2023-2024","108235015","Reading","S",1606,"Approaches"
"1415","2023-2024","108235015","Math","S",1745,"Meets"
"1416","2023-2024","108235015","Math","S",1745,"Meets"
"1417","2023-2024","108100366","Reading","S",1458,"Did not meet"
"1418","2023-2024","108100366","Math","S",1531,"Did not meet"
"1419","2023-2024","108090132","Reading","S",1634,"Meets"
"1420","2023-2024","108090132","Math","S",1723,"Approaches"
"1421","2023-2024","108244432","Reading","S",1384,"Did not meet"
"1422","2023-2024","108244432","Reading","S",1384,"Did not meet"
"1423","2023-2024","108244432","Math","S",1510,"Did not meet"
"1424","2023-2024","108244432","Math","S",1510,"Did not meet"
"1425","2023-2024","108229899","Reading","S",1572,"Approaches"
"1426","2023-2024","108229899","Math","S",1584,"Did not meet"
"1427","2023-2024","108107432","Reading","S",1738,"Meets"
"1428","2023-2024","108107432","Math","S",1790,"Meets"
"1429","2023-2024","108178323","Reading","S",1533,"Did not meet"
"1430","2023-2024","108178323","Reading","S",1533,"Did not meet"
"1431","2023-2024","108178323","Math","S",1398,"Did not meet"
"1432","2023-2024","108178323","Math","S",1398,"Did not meet"
"1433","2023-2024","108126659","Reading","S",1687,"Meets"
"1434","2023-2024","108126659","Math","S",1657,"Approaches"
"1435","2023-2024","108076620","Reading","S",1819,"Masters"
"1436","2023-2024","108076620","Math","S",1971,"Masters"
"1437","2023-2024","108064497","Reading","S",1687,"Meets"
"1438","2023-2024","108064497","Math","S",1671,"Approaches"
"1439","2023-2024","108056336","Reading","S",1819,"Masters"
"1440","2023-2024","108056336","Math","S",1889,"Masters"
"1441","2023-2024","108157946","Reading","S",1595,"Approaches"
"1442","2023-2024","108157946","Math","S",1600,"Did not meet"
"1443","2023-2024","108249230","Reading","S",1595,"Approaches"
"1444","2023-2024","108249230","Math","S",1697,"Approaches"
"1445","2023-2024","108164020","Reading","S",1762,"Masters"
"1446","2023-2024","108164020","Math","S",1818,"Meets"
"1447","2023-2024","108234167","Reading","S",1489,"Did not meet"
"1448","2023-2024","108234167","Math","S",1600,"Did not meet"
"1449","2023-2024","108152782","Reading","S",1661,"Meets"
"1450","2023-2024","108152782","Math","S",1616,"Approaches"
"1451","2023-2024","108056938","Reading","S",1706,"Meets"
"1452","2023-2024","108056938","Math","S",1615,"Did not meet"
"1453","2023-2024","108085698","Reading","S",1661,"Meets"
"1454","2023-2024","108085698","Math","S",1671,"Approaches"
"1455","2023-2024","108056983","Reading","S",1535,"Approaches"
"1456","2023-2024","108056983","Math","S",1584,"Did not meet"
"1457","2023-2024","108086826","Reading","S",1706,"Meets"
"1458","2023-2024","108086826","Math","S",1657,"Approaches"
"1459","2023-2024","108234164","Reading","S",1595,"Approaches"
"1460","2023-2024","108234164","Math","S",1723,"Approaches"
"1461","2023-2024","108060247","Reading","S",1634,"Meets"
"1462","2023-2024","108060247","Math","S",1615,"Did not meet"
"1463","2023-2024","108056888","Reading","S",1819,"Masters"
"1464","2023-2024","108056888","Math","S",1849,"Meets"
"1465","2023-2024","108183489","Reading","S",1634,"Meets"
"1466","2023-2024","108183489","Reading","S",1634,"Meets"
"1467","2023-2024","108183489","Math","S",1615,"Did not meet"
"1468","2023-2024","108183489","Math","S",1615,"Did not meet"
"1469","2023-2024","108056977","Reading","S",1606,"Approaches"
"1470","2023-2024","108056977","Math","S",1804,"Meets"
"1471","2023-2024","108056892","Reading","S",1726,"Meets"
"1472","2023-2024","108056892","Math","S",1616,"Approaches"
"1473","2023-2024","108183471","Reading","S",1716,"Meets"
"1474","2023-2024","108183471","Math","S",1923,"Masters"
"1475","2023-2024","108074612","Reading","S",1634,"Meets"
"1476","2023-2024","108074612","Math","S",1671,"Approaches"
"1477","2023-2024","108056976","Reading","S",1738,"Meets"
"1478","2023-2024","108056976","Math","S",1833,"Meets"
"1479","2023-2024","108056911","Reading","S",1804,"Masters"
"1480","2023-2024","108056911","Math","S",1776,"Meets"
"1481","2023-2024","108056899","Reading","S",1716,"Meets"
"1482","2023-2024","108056899","Math","S",1745,"Meets"
"1483","2023-2024","108061876","Reading","S",1687,"Meets"
"1484","2023-2024","108061876","Math","S",1804,"Meets"
"1485","2023-2024","108234158","Reading","S",1572,"Approaches"
"1486","2023-2024","108234158","Math","S",1644,"Approaches"
"1487","2023-2024","108074838","Reading","S",1716,"Meets"
"1488","2023-2024","108074838","Math","S",1671,"Approaches"
"1489","2023-2024","108085110","Reading","S",1519,"Did not meet"
"1490","2023-2024","108085110","Math","S",1745,"Meets"
"1491","2023-2024","108060238","Reading","S",1519,"Did not meet"
"1492","2023-2024","108060238","Math","S",1790,"Meets"
"1493","2023-2024","108056947","Reading","S",1634,"Meets"
"1494","2023-2024","108056947","Math","S",1736,"Approaches"
"1495","2023-2024","108056461","Reading","S",1644,"Meets"
"1496","2023-2024","108056461","Math","S",1657,"Approaches"
"1497","2023-2024","108056948","Reading","S",1738,"Meets"
"1498","2023-2024","108056948","Math","S",1616,"Approaches"
"1499","2023-2024","108056912","Reading","S",1584,"Approaches"
"1500","2023-2024","108056912","Math","S",1616,"Approaches"
"1501","2023-2024","108056984","Reading","S",1441,"Did not meet"
"1502","2023-2024","108056984","Math","S",1600,"Did not meet"
"1503","2023-2024","108157072","Reading","S",1595,"Approaches"
"1504","2023-2024","108157072","Reading","S",1595,"Approaches"
"1505","2023-2024","108157072","Math","S",1600,"Did not meet"
"1506","2023-2024","108157072","Math","S",1600,"Did not meet"
"1507","2023-2024","108234159","Reading","S",1423,"Did not meet"
"1508","2023-2024","108234159","Reading","S",1423,"Did not meet"
"1509","2023-2024","108234159","Math","S",1550,"Did not meet"
"1510","2023-2024","108234159","Math","S",1550,"Did not meet"
"1511","2023-2024","108056889","Reading","S",1716,"Meets"
"1512","2023-2024","108056889","Math","S",1736,"Approaches"
"1513","2023-2024","108057390","Reading","S",1669,"Meets"
"1514","2023-2024","108057390","Math","S",1615,"Did not meet"
"1515","2023-2024","108056920","Reading","S",1626,"Approaches"
"1516","2023-2024","108056920","Math","S",1615,"Did not meet"
"1517","2023-2024","108056985","Reading","S",1678,"Meets"
"1518","2023-2024","108056985","Math","S",1600,"Did not meet"
"1519","2023-2024","108056902","Reading","S",1696,"Meets"
"1520","2023-2024","108056902","Math","S",1723,"Approaches"
"1521","2023-2024","108084774","Reading","S",1762,"Masters"
"1522","2023-2024","108084774","Math","S",1790,"Meets"
"1523","2023-2024","108234160","Reading","S",1458,"Did not meet"
"1524","2023-2024","108234160","Math","S",1568,"Did not meet"
"1525","2023-2024","108076622","Reading","S",1896,"Masters"
"1526","2023-2024","108076622","Math","S",1971,"Masters"
